
id,service_type,cancellation_policy,can_provide_oral_medication,can_provide_injected_medication,senior_dog_experience,special_needs_experience,takes_small_dogs,takes_medium_dogs,takes_large_dogs,takes_puppies,max_dogs,provider_id,fee,price,added
254,boarding,strict,0,0,1,1,1,1,0,1,2,142,0.2,36,"2018-06-26 15:42:28.999774"
255,day-care,strict,1,0,1,0,1,1,1,1,4,142,0.2,29,"2018-06-26 15:42:28.999774"
256,boarding,strict,0,0,1,0,1,1,0,1,5,143,0.2,39,"2018-03-13 09:05:03.607132"
257,dog-walking,strict,1,0,1,1,1,1,1,1,6,143,0.2,21,"2018-03-13 09:05:03.607132"
258,boarding,moderate,1,0,1,0,1,1,1,1,2,144,0.2,36,"2017-09-20 02:28:05.358462"
259,dog-walking,strict,1,0,1,1,1,1,0,1,2,144,0.2,25,"2017-09-20 02:28:05.358462"
260,day-care,moderate,1,0,1,0,1,1,1,1,5,144,0.2,31,"2017-09-20 02:28:05.358462"
261,day-care,moderate,1,0,1,1,1,1,1,1,2,145,0.2,28,"2018-04-20 04:13:41.373148"
262,boarding,strict,1,0,1,1,1,1,0,1,3,146,0.2,39,"2018-07-23 12:23:59.145837"
263,dog-walking,flexible,1,1,1,0,0,0,0,1,5,146,0.2,24,"2018-07-23 12:23:59.145837"
264,day-care,moderate,1,0,1,0,1,1,0,1,5,146,0.2,29,"2018-07-23 12:23:59.145837"
265,day-care,flexible,1,0,1,0,0,1,0,1,5,147,0.2,26,"2018-06-09 13:38:52.548161"
266,dog-walking,moderate,1,0,1,0,0,0,1,1,3,148,0.2,26,"2018-05-26 22:45:38.974817"
267,day-care,moderate,1,0,1,0,1,1,1,1,4,148,0.2,29,"2018-05-26 22:45:38.974817"
268,boarding,strict,1,1,0,0,1,1,1,1,2,149,0.2,33,"2017-09-01 05:30:22.674915"
269,dog-walking,moderate,1,0,1,0,1,1,0,1,9,149,0.2,20,"2017-09-01 05:30:22.674915"
270,dog-walking,flexible,1,0,1,0,1,1,1,1,4,150,0.2,20,"2017-06-20 17:02:04.891065"
271,boarding,strict,1,0,1,0,1,1,0,1,3,151,0.2,36,"2018-05-29 23:24:04.261854"
272,dog-walking,flexible,1,0,1,0,1,0,0,1,3,151,0.2,19,"2018-05-29 23:24:04.261854"
273,dog-walking,strict,0,0,1,1,1,1,0,1,1,152,0.2,23,"2017-11-08 08:46:36.138646"
274,boarding,moderate,1,0,1,1,1,0,0,1,3,153,0.2,33,"2018-07-05 18:48:07.963578"
275,dog-walking,strict,1,0,1,0,1,1,0,1,2,153,0.2,20,"2018-07-05 18:48:07.963578"
276,day-care,flexible,1,1,1,0,1,1,1,1,3,153,0.2,26,"2018-07-05 18:48:07.963578"
277,dog-walking,moderate,1,0,1,1,1,1,1,1,4,154,0.2,25,"2018-04-10 05:29:02.694374"
278,day-care,moderate,0,0,1,1,1,1,1,0,1,154,0.2,27,"2018-04-10 05:29:02.694374"
279,dog-walking,strict,1,0,1,0,1,0,0,1,2,155,0.2,19,"2017-11-26 08:58:46.941609"
280,day-care,strict,1,1,1,0,1,0,0,1,4,155,0.2,27,"2017-11-26 08:58:46.941609"
281,day-care,moderate,1,0,1,1,1,1,0,0,3,156,0.2,30,"2018-02-07 15:27:54.670524"
282,boarding,strict,1,0,1,0,1,1,1,0,4,157,0.2,38,"2018-03-01 23:26:09.797160"
283,dog-walking,flexible,1,0,1,0,1,1,1,0,4,158,0.2,26,"2017-09-22 07:53:10.357475"
284,dog-walking,strict,1,0,1,1,1,1,1,1,2,159,0.2,23,"2018-04-26 00:15:27.193279"
285,day-care,strict,1,0,1,0,1,1,0,1,4,159,0.2,24,"2018-04-26 00:15:27.193279"
286,dog-walking,strict,1,0,1,0,1,1,1,1,6,160,0.2,24,"2018-07-23 16:11:58.095567"
287,day-care,flexible,1,0,1,0,1,1,0,0,4,160,0.2,28,"2018-07-23 16:11:58.095567"
288,dog-walking,strict,1,0,1,0,1,0,0,0,4,161,0.2,23,"2018-02-15 23:22:01.851213"
289,boarding,strict,1,0,0,0,1,1,0,1,5,162,0.2,39,"2017-08-07 10:29:00.475592"
290,dog-walking,strict,1,0,1,0,0,1,1,1,3,162,0.2,20,"2017-08-07 10:29:00.475592"
291,boarding,moderate,1,0,1,0,1,1,1,1,3,163,0.2,32,"2018-03-12 16:16:00.873336"
292,dog-walking,strict,1,1,1,0,1,1,0,1,5,163,0.2,22,"2018-03-12 16:16:00.873336"
293,day-care,moderate,1,0,1,0,0,1,1,0,8,163,0.2,26,"2018-03-12 16:16:00.873336"
294,dog-walking,strict,1,0,0,0,1,0,0,1,2,164,0.2,23,"2018-01-27 04:44:24.934022"
295,day-care,moderate,1,0,1,0,1,1,0,1,3,164,0.2,27,"2018-01-27 04:44:24.934022"
296,boarding,strict,1,0,1,1,1,0,0,0,2,165,0.15,33,"2017-03-24 02:22:46.655369"
297,dog-walking,flexible,1,0,1,1,1,0,1,1,3,165,0.15,20,"2017-03-24 02:22:46.655369"
298,day-care,moderate,1,1,1,0,0,1,1,1,6,165,0.15,28,"2017-03-24 02:22:46.655369"
299,boarding,flexible,1,0,1,0,1,1,0,0,4,166,0.2,32,"2018-03-29 09:06:34.148812"
300,boarding,flexible,1,0,1,0,1,1,0,0,3,167,0.2,35,"2017-06-29 04:28:12.736239"
301,day-care,strict,1,1,1,0,1,1,0,1,1,167,0.2,27,"2017-06-29 04:28:12.736239"
302,boarding,strict,1,0,1,0,1,1,0,1,4,168,0.2,30,"2017-06-30 16:30:17.615887"
303,boarding,strict,1,0,1,0,1,1,0,1,2,169,0.2,34,"2018-06-18 20:52:48.267054"
304,boarding,strict,1,1,1,0,1,1,1,1,2,170,0.2,36,"2018-05-01 15:13:07.498079"
305,dog-walking,strict,1,0,1,1,1,1,1,1,2,170,0.2,24,"2018-05-01 15:13:07.498079"
306,day-care,flexible,1,0,1,1,1,1,1,1,5,170,0.2,24,"2018-05-01 15:13:07.498079"
307,dog-walking,moderate,1,0,1,1,1,0,0,1,2,171,0.2,19,"2018-04-24 11:18:31.259085"
308,dog-walking,strict,1,0,1,0,1,1,0,1,3,172,0.15,20,"2017-03-04 00:56:03.156292"
309,day-care,moderate,1,0,1,1,0,1,1,1,3,172,0.15,31,"2017-03-04 00:56:03.156292"
310,boarding,moderate,1,0,1,0,1,1,1,1,6,173,0.2,37,"2018-07-27 23:22:32.186056"
311,day-care,flexible,0,0,1,1,1,0,0,0,3,173,0.2,28,"2018-07-27 23:22:32.186056"
312,dog-walking,strict,1,0,1,0,1,1,1,1,3,174,0.2,22,"2018-06-06 18:33:16.806161"
313,boarding,flexible,1,0,1,1,1,1,0,1,4,175,0.2,32,"2017-08-24 12:18:47.774255"
314,day-care,strict,1,1,1,0,1,1,0,1,4,175,0.2,23,"2017-08-24 12:18:47.774255"
315,day-care,strict,1,0,1,1,1,0,1,1,2,176,0.2,24,"2018-07-26 11:39:39.446731"
316,boarding,moderate,1,0,1,0,1,1,0,0,3,177,0.2,35,"2017-07-07 02:08:26.461330"
317,day-care,flexible,1,0,1,0,1,1,1,1,4,177,0.2,23,"2017-07-07 02:08:26.461330"
318,dog-walking,strict,1,0,1,0,0,1,0,0,4,178,0.15,16,"2017-02-15 11:06:28.990375"
319,day-care,moderate,1,0,1,0,1,1,0,1,3,178,0.15,25,"2017-02-15 11:06:28.990375"
320,boarding,strict,1,0,1,0,1,0,0,0,1,179,0.15,36,"2016-10-02 21:52:44.776262"
321,boarding,flexible,0,0,1,1,1,1,1,1,3,180,0.15,38,"2016-11-06 16:22:19.866251"
322,day-care,flexible,1,0,1,0,1,1,0,1,3,180,0.15,29,"2016-11-06 16:22:19.866251"
323,dog-walking,strict,1,1,1,1,0,1,1,1,4,181,0.2,18,"2018-05-18 01:44:30.156708"
324,day-care,strict,0,0,1,0,1,0,0,1,2,181,0.2,24,"2018-05-18 01:44:30.156708"
325,boarding,flexible,1,0,1,0,1,1,0,1,5,182,0.2,35,"2017-10-16 03:00:36.176107"
326,day-care,strict,1,0,1,0,1,1,0,1,2,182,0.2,30,"2017-10-16 03:00:36.176107"
327,boarding,flexible,1,0,1,0,1,1,1,1,3,183,0.2,42,"2017-10-04 21:53:44.520702"
328,dog-walking,flexible,0,0,1,0,0,1,0,1,6,183,0.2,24,"2017-10-04 21:53:44.520702"
329,day-care,moderate,1,0,1,1,1,1,0,1,5,183,0.2,29,"2017-10-04 21:53:44.520702"
330,boarding,flexible,1,0,1,0,0,1,1,1,7,184,0.2,37,"2017-12-26 01:34:26.093357"
331,dog-walking,moderate,1,0,1,0,1,1,1,0,6,184,0.2,17,"2017-12-26 01:34:26.093357"
332,day-care,moderate,1,0,1,1,0,0,1,1,5,184,0.2,29,"2017-12-26 01:34:26.093357"
333,day-care,moderate,1,0,0,0,1,1,1,1,3,185,0.2,29,"2017-07-23 17:15:15.629665"
334,day-care,flexible,1,0,1,1,1,1,1,1,3,186,0.2,24,"2017-12-21 15:34:03.856765"
335,boarding,flexible,1,0,1,1,1,1,1,1,1,187,0.2,36,"2017-12-12 11:45:06.872266"
336,dog-walking,strict,0,0,1,0,1,1,1,0,3,187,0.2,20,"2017-12-12 11:45:06.872266"
337,boarding,moderate,1,0,1,0,1,0,1,1,2,188,0.2,31,"2018-03-31 06:08:13.365765"
338,dog-walking,strict,1,0,1,1,1,1,1,0,3,188,0.2,24,"2018-03-31 06:08:13.365765"
339,day-care,flexible,0,1,1,0,1,1,1,1,1,188,0.2,26,"2018-03-31 06:08:13.365765"
340,boarding,moderate,1,0,1,1,1,1,0,0,3,189,0.2,35,"2018-01-08 21:35:26.211486"
341,dog-walking,flexible,1,0,1,1,1,1,1,0,4,189,0.2,22,"2018-01-08 21:35:26.211486"
342,dog-walking,moderate,1,0,1,0,1,1,1,0,4,190,0.15,20,"2016-12-26 04:28:26.127482"
343,day-care,flexible,1,0,1,0,1,1,1,0,5,190,0.15,23,"2016-12-26 04:28:26.127482"
344,boarding,strict,1,0,1,1,1,1,1,1,2,191,0.2,34,"2017-09-01 22:13:03.660912"
345,day-care,strict,1,0,1,1,1,1,0,1,7,191,0.2,31,"2017-09-01 22:13:03.660912"
346,dog-walking,strict,0,0,1,0,1,1,0,1,4,192,0.2,22,"2018-05-05 11:59:49.731385"
347,day-care,flexible,1,0,1,0,1,0,0,1,2,193,0.2,21,"2018-01-08 13:27:41.192745"
348,boarding,flexible,1,1,1,1,1,0,0,0,3,194,0.2,36,"2018-03-29 14:57:41.236592"
349,dog-walking,moderate,1,1,1,1,1,1,1,1,2,195,0.2,19,"2018-07-19 13:33:59.518047"
350,day-care,moderate,1,1,1,0,0,0,1,0,5,195,0.2,33,"2018-07-19 13:33:59.518047"
351,boarding,strict,1,0,1,0,1,1,1,0,6,196,0.2,33,"2017-11-12 21:17:25.451028"
352,dog-walking,moderate,1,0,1,0,1,1,0,1,2,196,0.2,27,"2017-11-12 21:17:25.451028"
353,boarding,strict,1,1,1,1,1,1,0,1,6,197,0.15,30,"2016-12-01 04:16:58.034712"
354,dog-walking,strict,1,0,1,0,1,1,0,0,5,197,0.15,21,"2016-12-01 04:16:58.034712"
355,day-care,moderate,1,0,1,1,0,1,1,1,1,197,0.15,21,"2016-12-01 04:16:58.034712"
356,dog-walking,strict,1,0,1,0,1,1,1,1,5,198,0.2,19,"2017-11-25 17:12:43.637574"
357,dog-walking,strict,1,1,1,0,0,1,0,1,3,199,0.2,21,"2018-05-18 08:33:22.373627"
358,boarding,strict,1,1,1,0,1,1,0,0,2,200,0.2,27,"2017-09-06 17:53:34.113260"
359,dog-walking,moderate,1,0,1,0,1,1,0,1,3,200,0.2,27,"2017-09-06 17:53:34.113260"
360,day-care,moderate,1,1,1,0,1,1,1,1,2,200,0.2,25,"2017-09-06 17:53:34.113260"
361,boarding,flexible,0,0,1,1,1,1,0,1,2,201,0.2,30,"2018-03-20 00:17:48.059627"
362,boarding,moderate,1,0,1,0,1,0,0,1,4,202,0.15,28,"2016-12-20 20:34:52.898879"
363,boarding,moderate,1,0,1,0,1,1,1,1,4,203,0.2,30,"2018-07-30 04:40:50.156571"
364,dog-walking,flexible,1,0,1,0,1,1,0,1,2,204,0.2,23,"2018-07-09 03:16:28.760033"
365,dog-walking,flexible,1,0,1,0,1,0,0,1,2,205,0.2,25,"2018-05-17 06:40:49.851031"
366,boarding,moderate,0,0,1,0,1,1,1,1,5,206,0.15,33,"2017-04-20 18:50:57.414279"
367,dog-walking,strict,1,1,1,1,1,0,1,1,2,206,0.15,26,"2017-04-20 18:50:57.414279"
368,day-care,moderate,1,0,1,1,0,1,1,1,5,206,0.15,23,"2017-04-20 18:50:57.414279"
369,boarding,moderate,1,0,1,0,1,1,1,1,4,207,0.2,35,"2017-09-30 07:13:05.781324"
370,dog-walking,moderate,1,0,0,0,1,1,0,0,2,207,0.2,19,"2017-09-30 07:13:05.781324"
371,day-care,moderate,0,0,1,1,1,0,1,1,1,207,0.2,28,"2017-09-30 07:13:05.781324"
372,dog-walking,flexible,1,0,1,0,0,0,1,0,3,208,0.2,19,"2018-03-02 12:25:27.274532"
373,day-care,moderate,0,0,1,1,1,1,1,0,4,208,0.2,21,"2018-03-02 12:25:27.274532"
374,dog-walking,strict,1,1,1,0,1,1,0,1,5,209,0.15,21,"2017-02-01 02:59:58.572319"
375,day-care,flexible,1,0,1,1,1,1,1,1,5,209,0.15,24,"2017-02-01 02:59:58.572319"
376,boarding,moderate,1,0,1,0,1,1,0,1,2,210,0.15,29,"2016-12-01 11:12:37.983055"
377,day-care,flexible,1,0,1,0,1,0,0,1,2,211,0.2,28,"2017-10-22 01:10:23.384976"
378,day-care,strict,1,0,1,0,1,1,0,1,2,212,0.2,20,"2018-05-13 11:36:37.029635"
379,dog-walking,moderate,1,0,1,0,1,1,1,1,2,213,0.2,20,"2017-08-01 18:20:30.503044"
380,day-care,moderate,1,0,1,0,1,1,0,1,1,213,0.2,27,"2017-08-01 18:20:30.503044"
381,boarding,strict,1,0,0,1,1,0,1,1,3,214,0.15,39,"2017-05-03 10:51:12.473537"
382,boarding,strict,1,0,1,1,1,0,1,0,6,215,0.15,35,"2017-04-11 09:53:42.668559"
383,dog-walking,flexible,1,1,1,0,1,1,0,1,3,215,0.15,18,"2017-04-11 09:53:42.668559"
384,boarding,flexible,0,0,1,0,1,1,0,1,5,216,0.2,32,"2018-06-18 00:20:01.810730"
385,dog-walking,flexible,1,1,1,1,1,0,1,1,2,216,0.2,27,"2018-06-18 00:20:01.810730"
386,day-care,moderate,0,0,0,0,1,1,0,1,5,216,0.2,28,"2018-06-18 00:20:01.810730"
387,boarding,moderate,1,0,1,1,1,1,0,0,2,217,0.2,33,"2018-01-15 02:01:47.166976"
388,day-care,flexible,1,0,1,1,1,0,1,1,5,217,0.2,24,"2018-01-15 02:01:47.166976"
389,day-care,strict,0,0,1,0,1,0,0,1,5,218,0.15,24,"2016-11-13 05:02:25.509402"
390,dog-walking,flexible,1,0,1,0,1,1,0,1,3,219,0.2,16,"2018-03-26 08:02:02.647965"
391,day-care,flexible,0,0,1,0,0,1,0,1,5,219,0.2,29,"2018-03-26 08:02:02.647965"
392,boarding,strict,1,0,1,0,1,0,1,0,4,220,0.2,34,"2017-11-16 18:29:34.287812"
393,boarding,flexible,1,0,1,0,1,1,1,1,3,221,0.2,33,"2018-03-19 23:39:14.116800"
394,dog-walking,strict,1,0,1,0,1,0,1,1,3,221,0.2,16,"2018-03-19 23:39:14.116800"
395,day-care,strict,0,1,1,1,1,1,1,1,5,221,0.2,20,"2018-03-19 23:39:14.116800"
396,boarding,moderate,0,1,1,1,1,1,1,1,3,222,0.2,37,"2018-02-19 12:02:24.261369"
397,day-care,flexible,0,0,1,1,1,1,1,0,3,223,0.2,32,"2018-04-02 06:14:34.392492"
398,boarding,moderate,1,1,0,0,1,1,0,1,3,224,0.2,32,"2018-02-11 04:19:09.793970"
399,dog-walking,flexible,0,1,1,0,1,1,0,1,3,224,0.2,20,"2018-02-11 04:19:09.793970"
400,dog-walking,moderate,1,0,1,0,1,1,1,1,3,225,0.2,19,"2018-01-17 18:33:59.311686"
401,day-care,flexible,0,0,1,0,1,1,0,0,2,225,0.2,25,"2018-01-17 18:33:59.311686"
402,boarding,strict,1,1,1,0,1,0,1,1,1,226,0.2,39,"2018-05-09 02:16:52.754847"
403,dog-walking,moderate,1,0,1,0,1,1,1,0,5,226,0.2,19,"2018-05-09 02:16:52.754847"
404,day-care,moderate,0,1,1,1,1,1,1,1,4,226,0.2,27,"2018-05-09 02:16:52.754847"
405,dog-walking,moderate,0,0,1,0,0,1,1,1,3,227,0.2,19,"2017-07-23 02:26:33.991226"
406,dog-walking,moderate,1,1,1,0,1,1,0,1,5,228,0.2,21,"2018-07-30 17:04:05.798552"
407,day-care,flexible,1,0,0,0,1,0,0,0,7,228,0.2,25,"2018-07-30 17:04:05.798552"
408,boarding,strict,0,0,1,1,1,1,1,1,2,229,0.2,30,"2018-02-21 23:50:16.062809"
409,dog-walking,flexible,1,0,1,0,0,1,1,0,3,229,0.2,26,"2018-02-21 23:50:16.062809"
410,dog-walking,moderate,1,0,1,0,1,1,1,1,1,230,0.2,20,"2017-06-24 06:09:53.752592"
411,boarding,flexible,1,0,1,1,1,1,0,0,6,231,0.2,28,"2018-02-03 17:49:51.700576"
412,day-care,moderate,1,0,1,0,1,1,0,0,3,231,0.2,30,"2018-02-03 17:49:51.700576"
413,dog-walking,moderate,1,0,1,1,1,1,0,1,3,232,0.2,26,"2018-03-05 08:24:27.536886"
414,day-care,moderate,1,0,0,1,0,1,0,1,4,232,0.2,27,"2018-03-05 08:24:27.536886"
415,boarding,flexible,1,0,1,0,1,1,1,1,3,233,0.2,26,"2018-07-19 02:07:51.375749"
416,dog-walking,moderate,1,0,1,1,1,0,0,1,3,233,0.2,23,"2018-07-19 02:07:51.375749"
417,day-care,flexible,1,0,1,1,1,1,0,1,3,233,0.2,29,"2018-07-19 02:07:51.375749"
418,day-care,moderate,1,1,1,1,1,1,1,1,1,234,0.2,30,"2018-02-08 16:51:09.645992"
419,boarding,moderate,1,0,1,0,1,1,1,1,2,235,0.2,35,"2017-05-28 09:39:13.043546"
420,day-care,strict,1,0,1,1,1,1,1,1,6,235,0.2,33,"2017-05-28 09:39:13.043546"
421,dog-walking,flexible,1,1,1,0,0,1,1,0,2,236,0.2,21,"2017-07-09 15:27:09.557242"
422,boarding,flexible,1,0,1,0,1,1,0,1,3,237,0.2,29,"2017-10-06 21:39:48.351269"
423,day-care,strict,1,0,1,0,1,1,0,0,5,237,0.2,29,"2017-10-06 21:39:48.351269"
424,dog-walking,moderate,1,0,1,0,0,1,0,1,4,238,0.2,21,"2018-02-26 21:19:55.944224"
425,dog-walking,moderate,1,0,1,1,1,1,1,1,1,239,0.2,25,"2018-04-01 10:32:47.474028"
426,boarding,strict,1,1,1,0,1,1,0,1,4,240,0.15,33,"2017-05-19 17:51:45.402552"
427,boarding,strict,1,0,1,0,1,1,0,1,1,241,0.2,32,"2017-11-13 20:59:59.996585"
428,dog-walking,moderate,1,0,1,0,0,1,0,1,1,241,0.2,24,"2017-11-13 20:59:59.996585"
429,day-care,moderate,1,1,1,1,1,0,0,1,1,241,0.2,25,"2017-11-13 20:59:59.996585"
430,boarding,strict,1,0,1,1,1,1,0,1,3,242,0.2,37,"2017-07-31 15:40:18.079361"
431,boarding,moderate,1,0,1,1,1,1,0,1,1,243,0.15,35,"2017-04-22 04:19:46.730654"
432,boarding,moderate,1,0,1,0,1,1,0,0,4,244,0.2,31,"2018-03-27 16:06:08.069992"
433,dog-walking,strict,1,0,1,0,1,0,0,1,8,244,0.2,22,"2018-03-27 16:06:08.069992"
434,dog-walking,moderate,0,1,1,0,1,1,1,1,5,245,0.2,18,"2018-07-24 09:30:56.033818"
435,day-care,moderate,1,0,1,0,1,1,0,1,5,245,0.2,26,"2018-07-24 09:30:56.033818"
436,boarding,strict,1,0,1,1,1,1,1,0,4,246,0.15,29,"2016-10-16 16:00:12.400890"
437,dog-walking,flexible,1,0,1,0,1,1,0,0,5,246,0.15,19,"2016-10-16 16:00:12.400890"
438,dog-walking,flexible,1,1,1,0,1,1,1,1,3,247,0.15,25,"2017-04-07 12:19:40.279428"
439,day-care,moderate,1,0,1,1,0,1,1,1,2,247,0.15,28,"2017-04-07 12:19:40.279428"
440,boarding,flexible,1,0,1,1,1,1,1,1,6,248,0.2,34,"2017-11-20 20:35:26.387096"
441,dog-walking,moderate,1,1,1,0,1,1,0,1,6,248,0.2,17,"2017-11-20 20:35:26.387096"
442,day-care,flexible,0,0,1,1,1,1,1,1,2,248,0.2,27,"2017-11-20 20:35:26.387096"
443,boarding,flexible,0,0,1,1,1,1,0,1,5,249,0.2,38,"2017-09-28 07:43:08.537497"
444,day-care,moderate,1,1,1,0,1,1,0,1,6,249,0.2,28,"2017-09-28 07:43:08.537497"
445,dog-walking,moderate,1,0,1,0,1,1,0,1,4,250,0.2,22,"2018-06-02 05:26:17.813751"
446,day-care,strict,1,1,1,0,1,1,0,1,2,250,0.2,32,"2018-06-02 05:26:17.813751"
447,dog-walking,flexible,1,0,1,0,1,0,1,1,3,251,0.2,20,"2018-03-23 20:50:56.477295"
448,day-care,moderate,1,0,1,0,1,1,1,1,3,252,0.2,31,"2017-07-28 17:56:41.686737"
449,boarding,flexible,1,1,1,1,1,1,1,0,6,253,0.2,29,"2017-10-05 20:12:00.971596"
450,dog-walking,strict,1,0,1,1,1,1,0,1,1,253,0.2,21,"2017-10-05 20:12:00.971596"
451,boarding,strict,1,1,1,0,1,1,0,1,6,254,0.2,28,"2018-03-17 19:55:20.628454"
452,dog-walking,moderate,1,1,1,1,0,1,1,1,2,254,0.2,22,"2018-03-17 19:55:20.628454"
453,day-care,strict,1,0,1,1,1,1,0,1,3,254,0.2,25,"2018-03-17 19:55:20.628454"
454,dog-walking,moderate,1,0,1,0,1,1,1,1,2,255,0.2,20,"2018-07-06 09:14:21.865869"
455,dog-walking,flexible,1,0,1,1,1,1,1,0,4,256,0.2,24,"2018-03-29 20:20:28.598310"
456,day-care,strict,0,0,1,0,1,1,1,1,4,256,0.2,27,"2018-03-29 20:20:28.598310"
457,dog-walking,flexible,1,0,1,0,1,1,0,1,3,257,0.2,20,"2018-05-30 23:02:33.035435"
458,day-care,moderate,0,0,1,0,1,1,1,1,3,257,0.2,28,"2018-05-30 23:02:33.035435"
459,dog-walking,moderate,1,0,1,1,0,0,0,1,2,258,0.2,27,"2017-05-23 13:01:44.541506"
460,dog-walking,flexible,1,0,1,0,0,1,1,1,2,259,0.2,18,"2017-11-05 03:40:11.684372"
461,boarding,strict,0,0,1,0,1,1,0,1,5,260,0.2,38,"2017-10-04 00:47:56.254097"
462,dog-walking,moderate,1,0,1,0,0,1,0,0,3,260,0.2,24,"2017-10-04 00:47:56.254097"
463,boarding,flexible,1,0,1,1,1,1,0,0,2,261,0.2,39,"2017-11-19 17:14:12.702696"
464,day-care,flexible,0,0,1,0,1,1,1,1,6,262,0.2,29,"2017-09-05 23:21:03.790159"
465,boarding,flexible,1,0,1,1,1,1,1,1,2,263,0.15,42,"2017-05-11 12:04:20.545983"
466,day-care,strict,0,0,1,0,1,1,0,1,6,263,0.15,29,"2017-05-11 12:04:20.545983"
467,boarding,moderate,1,1,1,0,0,1,0,1,3,264,0.2,36,"2018-04-30 02:40:01.496943"
468,day-care,moderate,0,0,1,0,1,0,0,0,5,264,0.2,25,"2018-04-30 02:40:01.496943"
469,boarding,moderate,1,0,1,0,1,0,0,0,3,265,0.15,36,"2017-02-16 22:19:08.781292"
470,dog-walking,strict,1,0,1,1,1,1,1,1,1,265,0.15,26,"2017-02-16 22:19:08.781292"
471,dog-walking,flexible,1,0,1,1,1,1,1,1,1,266,0.2,23,"2017-10-17 17:38:04.349742"
472,day-care,flexible,1,0,1,0,1,1,1,0,2,266,0.2,26,"2017-10-17 17:38:04.349742"
473,boarding,moderate,0,0,1,1,1,1,0,1,4,267,0.2,39,"2018-05-27 09:30:58.284473"
474,day-care,moderate,0,0,1,0,0,1,0,1,2,268,0.2,28,"2017-08-06 01:28:34.726731"
475,boarding,strict,1,0,0,0,1,0,1,1,2,269,0.2,29,"2018-02-26 12:16:20.751887"
476,dog-walking,moderate,1,0,1,1,1,1,0,1,2,270,0.2,22,"2017-08-06 13:05:47.653113"
477,boarding,flexible,1,1,1,0,0,1,0,1,3,271,0.2,31,"2018-04-26 04:47:02.634944"
478,day-care,strict,1,0,1,1,1,1,0,0,3,272,0.2,29,"2017-12-16 17:36:59.189509"
479,day-care,moderate,1,0,1,1,1,1,0,1,3,273,0.15,30,"2017-03-17 01:45:22.627123"
480,dog-walking,moderate,1,0,1,1,1,1,0,1,5,274,0.2,22,"2018-04-14 12:49:35.797593"
481,day-care,flexible,1,0,1,1,1,1,1,1,1,274,0.2,22,"2018-04-14 12:49:35.797593"
482,boarding,strict,1,0,1,0,1,0,1,1,5,275,0.2,33,"2018-04-09 17:21:39.583606"
483,dog-walking,flexible,1,0,1,0,1,0,1,1,1,275,0.2,22,"2018-04-09 17:21:39.583606"
484,boarding,strict,1,0,0,1,1,1,1,0,3,276,0.2,36,"2018-05-08 06:57:16.820362"
485,dog-walking,moderate,1,0,0,0,1,1,1,1,6,276,0.2,27,"2018-05-08 06:57:16.820362"
486,boarding,moderate,1,0,1,0,1,1,1,1,4,277,0.2,34,"2017-10-25 03:53:58.983100"
487,day-care,strict,1,0,1,0,1,1,1,1,3,277,0.2,31,"2017-10-25 03:53:58.983100"
488,boarding,strict,1,0,1,0,1,1,1,0,6,278,0.2,28,"2018-03-24 02:29:22.969425"
489,dog-walking,strict,1,0,1,1,1,1,0,1,1,279,0.2,21,"2018-02-05 02:39:06.150512"
490,day-care,flexible,1,0,1,1,1,1,1,0,4,279,0.2,24,"2018-02-05 02:39:06.150512"
491,boarding,strict,1,0,1,0,1,1,0,0,5,280,0.2,36,"2017-06-17 01:21:06.285564"
492,dog-walking,strict,1,0,1,0,1,1,1,1,2,280,0.2,24,"2017-06-17 01:21:06.285564"
493,day-care,moderate,1,0,1,0,1,1,0,1,1,280,0.2,26,"2017-06-17 01:21:06.285564"
494,boarding,moderate,1,0,1,1,1,1,1,1,3,281,0.15,28,"2017-03-31 21:35:36.028746"
495,dog-walking,flexible,1,0,1,1,1,1,0,1,3,281,0.15,20,"2017-03-31 21:35:36.028746"
496,day-care,strict,1,0,1,1,1,1,1,1,3,282,0.15,31,"2017-04-18 11:54:18.876473"
497,boarding,moderate,1,1,1,1,1,1,1,1,3,283,0.2,39,"2017-10-04 03:10:22.736497"
498,dog-walking,flexible,1,0,1,0,1,1,0,0,2,283,0.2,20,"2017-10-04 03:10:22.736497"
499,day-care,strict,1,1,1,0,0,1,1,0,4,283,0.2,26,"2017-10-04 03:10:22.736497"
500,boarding,strict,1,1,1,1,1,1,1,1,3,284,0.2,39,"2018-04-30 04:24:40.576885"
501,day-care,strict,1,1,1,0,1,1,0,1,6,284,0.2,25,"2018-04-30 04:24:40.576885"
502,boarding,strict,1,0,1,0,1,0,1,1,5,285,0.2,33,"2018-02-25 16:54:21.266613"
503,dog-walking,strict,1,0,1,0,1,1,1,1,3,285,0.2,24,"2018-02-25 16:54:21.266613"
504,day-care,strict,1,1,1,1,1,0,0,0,5,285,0.2,21,"2018-02-25 16:54:21.266613"
505,dog-walking,strict,1,0,0,1,1,0,0,1,2,286,0.2,21,"2018-05-24 19:08:07.192204"
506,day-care,flexible,1,1,1,0,1,1,1,1,2,286,0.2,27,"2018-05-24 19:08:07.192204"
507,dog-walking,strict,1,0,1,0,1,1,0,1,5,287,0.2,21,"2017-12-20 04:05:09.281657"
508,dog-walking,moderate,1,0,1,0,1,1,1,1,2,288,0.2,18,"2017-10-26 09:01:55.894810"
